Sample ID,Index.AO,all_data,Latitude,Longitude,Depth,Date.Collection,PlotCreated,Type,Dry.weight,ResinP,pH,Total.C,Total.N,Total.P,DOC,DON,DOC_DON,NH4,NO3,TDN,DIN,Al,Ca,Fe,K,Mg,Mn,P,Zn,Ca_Mg,S,MAT,MAP,Aridity_Index,NPP,OrganicMatter
Alb_0202,94,yes,8.97661,-79.5642,0-10 cm,24-Jul-17,Albrook,plot,0.74,3.48,3.91,2.3,0.14,488,360,17.3,21,0.89,1.44,19.64,2.34,888.3,4,136,15.5,7.5,0.4,1.7,0.7,0.3,0.3,27,1864,1.23,0.38,11.82
Alb_0204,95,yes,8.97661,-79.5642,0-10 cm,24-Jul-17,Albrook,plot,0.77,5.69,4.13,4.71,0.31,536,350,20.19,17,0.45,2.84,23.49,3.29,1038.9,17,312.4,23.6,10.8,1.1,2,0.6,1,0.5,27,1864,1.23,0.38,14
Alb_0303,97,yes,8.97661,-79.5642,0-10 cm,24-Jul-17,Albrook,plot,0.71,3.16,3.85,5.09,0.3,313,312,21.61,14,4.6,3.15,29.36,7.75,910.7,8.4,367.6,16.6,11.1,1,2.6,1.4,0.5,0.3,27,1864,1.23,0.38,13.05
Alb_0402,99,yes,8.97661,-79.5642,0-10 cm,24-Jul-17,Albrook,plot,0.73,2.77,4.17,6.08,0.4,362,322,24.77,13,2.91,3.14,30.83,6.05,994.5,24.2,340.2,47.9,25.4,3.4,2.9,1.8,0.6,0.4,27,1864,1.23,0.38,15.6
Alb_0404,100,yes,8.97661,-79.5642,0-10 cm,24-Jul-17,Albrook,plot,0.72,2.35,4.01,5.54,0.38,414,230,18.41,12,2.47,4.51,25.39,6.97,814.6,41.3,378.3,34.6,18.8,3.2,4.8,1.5,1.3,0.4,27,1864,1.23,0.38,13.43
B1_0202,785,yes,9.152091,-79.849108,0-10 cm,11-Dec-17,B1,plot,0.63,4.41,6.24,5.39,0.53,820.77,104.65,10.37,10.1,3.27,3.57,17.2,6.84,2119.5,2785.1,169.8,93.9,301.6,340.7,3.6,2.3,5.6,5.9,25.9,2635,1.87,0.54,21.83
B1_0204,786,yes,9.152091,-79.849108,0-10 cm,11-Dec-17,B1,plot,0.62,4,7.05,4.49,0.43,787.93,138.47,14.46,9.6,3.51,2.17,20.14,5.68,2797.9,2032.9,197.4,49.6,160.7,352.8,3.6,2.6,7.7,3.6,25.9,2635,1.87,0.54,19.72
B1_0303,788,yes,9.152091,-79.849108,0-10 cm,11-Dec-17,B1,plot,0.6,3.33,6.69,4.38,0.46,852.79,191.94,20.13,9.5,2.05,3.16,25.34,5.21,3136.7,849.8,246,146,162.8,300.3,5.1,5.2,3.2,3.8,25.9,2635,1.87,0.54,20.01
B1_0402,790,yes,9.152091,-79.849108,0-10 cm,11-Dec-17,B1,plot,0.56,2.31,5.62,4.19,0.46,876.1,95.61,10.78,8.9,2.47,1.96,15.21,4.43,2582.6,1686.6,165.7,67.3,161.9,421.7,2.7,3.5,6.3,4.2,25.9,2635,1.87,0.54,18.83
B1_0404,791,yes,9.152091,-79.849108,0-10 cm,11-Dec-17,B1,plot,0.55,2.83,6.68,4.33,0.49,876.07,79.06,8.84,8.9,2.5,2.29,13.62,4.78,2755.1,1906.1,158.2,59.2,169.6,424.4,3.3,3.8,6.8,4.1,25.9,2635,1.87,0.54,20.49
B3_0202,772,yes,9.149386,-79.851846,0-10 cm,13-Dec-17,B3,plot,0.37,12.79,6.25,2.52,0.27,475.1603469,160.5156907,17.22795612,9.3,1.003821709,1.66827309,19.90005092,2.672094799,888.1,903.7,117.2,41.7,187,340,0.9,2.4,2.9,3.1,26.2,2566,1.83,0.54,16.17664666
B3_0301,774,yes,9.149386,-79.851846,0-10 cm,13-Dec-17,B3,plot,0.56,3.81,6.46,7.17,0.67,692.7949009,105.4883409,9.301067393,11.3,2.981885954,4.593922035,16.87687538,7.57580799,631.1,5930.8,98.5,82.8,360.2,364.8,1.6,7.1,10,6.2,26.2,2566,1.83,0.54,24.16310137
B3_0303,775,yes,9.149386,-79.851846,0-10 cm,13-Dec-17,B3,plot,0.56,8.92,6.29,4.65,0.45,656.2679918,113.8808589,13.40584761,8.5,4.267473401,2.301623829,19.97494484,6.56909723,642.5,2730,112.8,51,275,386.4,1,4.7,6,4.6,26.2,2566,1.83,0.54,21.87457162
B3_0404,778,yes,9.149386,-79.851846,0-10 cm,13-Dec-17,B3,plot,0.63,2.47,6.41,3.55,0.32,544.7390543,179.943084,12.92089732,13.9,1.026981491,2.274487016,16.22236583,3.301468507,1175,2890.6,201.4,91.1,848.4,101.7,1.4,1.9,2.1,6.1,26.2,2566,1.83,0.54,18.08581436
B3_0503,780,yes,9.149386,-79.851846,0-10 cm,13-Dec-17,B3,plot,0.58,1.59,7.4,3.87,0.37,1028.228721,51.21181,4.50491603,11.4,0.620834194,3.415555097,8.54130532,4.03638929,773.5,2544.7,160.5,332,518.9,299.4,1.1,9.7,3,4.8,26.2,2566,1.83,0.54,17.92754256
B6_0101,754,yes,9.152997,-79.849651,0-10 cm,11-Dec-17,B6,plot,0.6,9.94,6.63,3.76,0.38,626.2537626,280.4516064,29.23837996,9.6,2.761760772,2.257941652,34.25808238,5.019702424,4197.2,1014.3,340.4,56.6,172.6,162.9,8.5,1.9,3.6,3.5,25.9,2635,1.87,0.54,18.08071017
B6_0103,755,yes,9.152997,-79.849651,0-10 cm,11-Dec-17,B6,plot,0.56,4.2,6.33,5.58,0.47,678.605364,219.5906205,22.8719024,9.6,3.067083718,2.55964527,28.49863139,5.626728987,4138.1,1145.8,562.5,33.4,182.4,94.8,7,2.7,3.8,4.7,25.9,2635,1.87,0.54,22.46232439
B6_0105,756,yes,9.152997,-79.849651,0-10 cm,11-Dec-17,B6,plot,0.61,0.2,5.71,4.41,0.42,758.6354053,164.6871102,19.05123852,8.6,3.154733155,2.731913962,24.93788564,5.886647117,4649.6,1410.3,423.4,102.5,311.2,213.5,6.7,3.6,2.7,4.4,25.9,2635,1.87,0.54,18.97272851
B6_0202,757,yes,9.152997,-79.849651,0-10 cm,11-Dec-17,B6,plot,0.59,8.13,6.47,4.44,0.43,772.1029532,235.469683,27.06917783,8.7,5.015450599,0.67547124,32.76009967,5.690921839,4447.5,811,528.3,45.5,125.9,90.3,7.8,3.2,3.9,4.3,25.9,2635,1.87,0.54,19.05450463
B6_0204,758,yes,9.152997,-79.849651,0-10 cm,11-Dec-17,B6,plot,0.58,6.42,5.92,4.63,0.47,742.3345775,269.4667972,31.92634924,8.4,1.444044094,3.83188273,37.20227607,5.275926824,4429.8,990.6,361.2,50.2,165.8,153.3,6.9,4.5,3.6,5.1,25.9,2635,1.87,0.54,19.70308789
Car_0202,81,yes,8.99074,-79.567,0-10 cm,24-Jul-17,Cardenas,plot,0.78,2.8,4.35,5.05,0.3,472,423,22.19,19,0.54,8.3,31.03,8.84,1460.1,20.6,238.4,25.3,17,0.8,2.4,0.8,0.7,0.9,26.9,1891,1.25,0.38,14.03
Car_0204,82,yes,8.99074,-79.567,0-10 cm,24-Jul-17,Cardenas,plot,0.78,4.06,4.83,4.49,0.29,307,289,22.48,13,2.36,2.12,26.96,4.48,1343.6,86.4,176.5,37.3,96.4,16.9,5,4.7,0.5,1.1,26.9,1891,1.25,0.38,12.28
Car_0303,84,yes,8.99074,-79.567,0-10 cm,24-Jul-17,Cardenas,plot,0.78,5.06,4.5,1.22,0.08,352,254,12.81,20,0.45,1.15,14.42,1.61,934.8,18,49.8,11.6,49,5.4,0.7,2.7,0.2,0.2,26.9,1891,1.25,0.38,11.35
Car_0402,86,yes,8.99074,-79.567,0-10 cm,24-Jul-17,Cardenas,plot,0.66,11.62,4.47,8.51,0.52,346,351,30.07,12,1.05,7.22,38.34,8.27,1283.6,29.9,365.8,26.3,22.1,2.3,3.9,3.1,0.8,0.5,26.9,1891,1.25,0.38,20.25
Car_0404,87,yes,8.99074,-79.567,0-10 cm,24-Jul-17,Cardenas,plot,0.77,3.94,4.59,5.85,0.32,306,373,31.39,12,2.51,3.75,37.65,6.26,1550.9,24.2,102.7,23.8,16.5,11.1,3.7,1.6,0.9,1,26.9,1891,1.25,0.38,14.48
Carit_0204,248,yes,9.08519,-79.6077,0-10 cm,24-Aug-17,Caritas,plot,0.62,2.64,6.78,4.35,0.4,405,53,6.93,8,0.73,1.92,9.58,2.65,850.8,3340.7,172,315,460.5,94.4,2.7,2.2,4.4,3.1,26,2200,1.5,0.7,16.01
Carit_0303,250,yes,9.08519,-79.6077,0-10 cm,24-Aug-17,Caritas,plot,0.56,5.69,7.17,2.33,0.19,393,35,3.57,10,0.57,0.3,4.43,0.87,952.8,3020,169.3,316.9,1034.5,80.9,4.5,1.2,1.8,2.5,26,2200,1.5,0.7,39.87
Carit_0402,252,yes,9.08519,-79.6077,0-10 cm,24-Aug-17,Caritas,plot,0.67,2.53,7.15,10.95,0.72,786,77,11.17,7,0.94,5.56,17.67,6.51,695.5,6987.6,191.4,229.1,1094.2,94.5,6.7,6.6,3.9,8.6,26,2200,1.5,0.7,11.68
Carit_0404,253,yes,9.08519,-79.6077,0-10 cm,24-Aug-17,Caritas,plot,0.65,3.34,6.96,3.83,0.32,409,67,9.6,7,1.21,2.09,12.91,3.3,835.1,3819.2,173.5,140.1,539.5,133.8,3.4,2.4,4.3,2.4,26,2200,1.5,0.7,12.38
CC_p40_01,538,yes,9.21102,-79.59705,0-10 cm,12-Oct-17,P40_CampoChagres,transect,0.64,18.86,6.37,11.1,0.87,1300.978206,63.61553357,5.256525502,12.1,1.097775709,2.512939422,8.867240633,3.610715131,900.6,9055.1,112.1,31.3,182.1,88.6,7.7,1.9,30.2,2.3,26.3,2384,1.67,0.68,27.50917616
CC_p40_02,539,yes,9.21142,-79.59994,0-10 cm,12-Oct-17,P40_CampoChagres,transect,0.58,27.29,6.74,11.95,1,1190.049839,78.81292142,6.450155202,12.2,2.873791459,2.638459316,11.96240598,5.512250775,996.1,10533.5,126.7,30.2,219.3,106.4,4.3,1.5,29.1,2.8,26.3,2384,1.67,0.68,30.04176611
CC_p40_03,540,yes,9.21132,-79.60001,0-10 cm,12-Oct-17,P40_CampoChagres,transect,0.62,37.48,6.24,12.87,1.13,1432.030458,88.02888263,6.354345465,13.9,2.082968859,2.915149225,11.35246355,4.998118084,918,10380.3,197,46.2,158.8,94.1,9.1,2.7,39.6,4.2,26.1,2419,1.67,0.68,32.53927307
CDP_tr0104,475,yes,9.280232,-79.980865,0-10 cm,2-Oct-17,CaminoDePiña,transect,0.72,10.38,6.51,3.56,0.34,352.779085,163.3879903,15.00635578,10.9,1.410853962,1.203914344,17.62112409,2.614768306,1349.5,31.4,216.5,23.2,36.5,0.8,1.1,0.6,0.5,3.2,25.8,3219,2.41,0.63,16.04008715
CDP_tr0105,476,yes,9.280647,-79.980414,0-10 cm,2-Oct-17,CaminoDePiña,transect,0.7,6.51,6.68,3.02,0.32,371.8767265,237.9859353,22.29943673,10.7,0.946681135,1.708632048,24.95474991,2.655313183,955.4,1198.4,118.9,23,177.6,31.6,1.9,2.3,4.1,3.5,25.8,3219,2.41,0.63,14.76691989
CDP_tr0202,478,yes,9.276969,-79.97812,0-10 cm,2-Oct-17,CaminoDePiña,transect,0.61,0.2,5.33,4.9,0.37,212.27737,676.7057606,52.09268478,13,0.923355471,1.477143408,54.49318366,2.400498879,1442.8,113.5,191.9,18.5,97.5,4.4,3.4,4.3,0.7,2.8,25.8,3219,2.41,0.63,19.79332409
CDP_tr0204,480,yes,9.276931,-79.978301,0-10 cm,2-Oct-17,CaminoDePiña,transect,0.55,0.16,4.81,6.03,0.46,238.3841328,560.4037823,40.13676876,14,0.484224496,0.93124367,41.55223693,1.415468166,1211,1843.6,118.2,25.8,447.7,24.7,1.8,1.7,2.5,3.5,25.8,3219,2.41,0.63,21.2329002
CDP_tr0205,481,yes,9.27682,-79.978,0-10 cm,2-Oct-17,CaminoDePiña,transect,0.54,0.2,5.28,5.6,0.4,206.7130577,626.0473165,56.02225489,11.2,0.906021714,2.417461772,59.34573838,3.323483486,1385.8,29.3,245.6,29,52.8,1.4,1.2,0.5,0.3,2.6,25.8,3219,2.41,0.63,21.37911038
CDPl_0101,561,yes,9.09296,-79.651553,0-10 cm,18-Oct-17,CaminoDePlantacion,plot,0.68,40.03,6.2,4.1,0.4,1085.27292,124.6634488,10.44057861,11.9,0.928860279,1.394472174,12.76391106,2.323332452,1202.5,2822.2,137,97.8,565.5,61.3,3.6,0.8,3,2.8,25.7,2362,1.63,0.7,17.29199788
CDPl_0103,562,yes,9.092818,-79.651393,0-10 cm,18-Oct-17,CaminoDePlantacion,plot,0.63,5.83,6.16,4.35,0.44,969.7648574,65.76514291,5.492866706,12,0.971351279,2.791163538,9.255381523,3.762514817,1054.4,3157,178.4,354.8,647.2,81.6,8.8,4.9,3,2.6,25.7,2362,1.63,0.7,16.41235513
CDPl_0105,563,yes,9.09127,-79.652249,0-10 cm,18-Oct-17,CaminoDePlantacion,plot,0.69,11.16,6.52,3.29,0.29,951.0117372,44.84657625,3.487916363,12.9,0.879844532,0.840788548,5.208549442,1.72063308,1222.9,4150.4,193.9,257,830.5,85.4,10.9,3.9,3,2.7,26,2298,1.58,0.7,15.18579496
CDPl_0202,564,yes,9.089101,-79.653007,0-10 cm,18-Oct-17,CaminoDePlantacion,plot,0.64,42.22,6.39,6.53,0.64,1172.029104,63.38579137,6.959352518,9.1,1.137410072,2.827877698,10.92464029,3.96528777,861.4,5063.9,212.2,313.9,611.1,155.6,9.4,8.1,5,3.8,26,2298,1.58,0.7,21.83163737
CDPl_0204,565,yes,9.08792,-79.654153,0-10 cm,18-Oct-17,CaminoDePlantacion,plot,0.64,2.66,5.67,5.59,0.51,1455.051674,93.83981974,7.73124376,12.1,3.162039624,2.929573079,13.82285646,6.091612702,970.6,3576.4,188.7,243.5,551.5,130.2,12.2,28,3.9,4.8,26,2298,1.58,0.7,20.71901775
CG_0202,325,yes,8.91182,-79.5868,0-10 cm,5-Sep-17,CerroGalera,plot,0.63,5.34,7.22,2.92,0.22,768,120,3.02,40,2.98,3.69,9.68,6.67,750.8,2063.2,129.9,70.9,479,206.1,4.1,3.2,2.6,4,26.9,1828,1.19,0.38,10.52
CG_0204,326,yes,8.91182,-79.5868,0-10 cm,5-Sep-17,CerroGalera,plot,0.71,2.01,6.85,3.29,0.26,756,142,12.73,11,2.32,3.75,18.79,6.07,537.5,2618.8,126.4,104.9,734.2,153.9,3.9,1.5,2.2,6.4,26.9,1828,1.19,0.38,12.11
CG_0303,328,yes,8.91182,-79.5868,0-10 cm,5-Sep-17,CerroGalera,plot,0.71,6.65,7.35,3.87,0.3,783,73,9.28,8,1.43,3.55,14.25,4.98,485.1,2974,131.5,32,668.6,226.2,2.9,1.9,2.7,4.2,26.9,1828,1.19,0.38,12.1
CG_0404,331,yes,8.91182,-79.5868,0-10 cm,5-Sep-17,CerroGalera,plot,0.67,4.35,7.27,3.6,0.27,902,54,5.84,9,0.97,3.44,10.26,4.42,582.1,2752.9,175.7,31.2,525.6,238.6,3.3,2.5,3.2,3.2,26.9,1828,1.19,0.38,12.01
Chil_tr0101,543,yes,9.211018,-79.597,0-10 cm,12-Oct-17,Chilibre,transect,0.66,5.14,7.09,7.87,0.68,845.7998552,48.88801995,3.94123881,12.4,2.334334533,1.109522848,7.38509619,3.44385738,1172,8028,147.9,23.5,656.2,19.8,4.9,1.1,7.4,1.8,26.3,2384,1.67,0.68,23.32373872
Chil_tr0102,544,yes,9.211417,-79.599,0-10 cm,12-Oct-17,Chilibre,transect,0.75,5.44,7.82,6.34,0.53,825.130817,47.3983542,3.222113098,14.7,1.669237334,1.901470529,6.79282096,3.570707863,1284.4,4843.7,117.1,31.9,780.4,19.9,4.4,1.3,3.8,1.9,26.3,2384,1.67,0.68,18.68415545
Chil_tr0103,545,yes,9.211318,-79.6,0-10 cm,12-Oct-17,Chilibre,transect,0.72,5.22,7.84,10.15,0.73,2492.352229,35.90851815,2.984122984,12,1.757560484,1.646673387,6.388356855,3.404233871,1198.2,6753.6,134.1,36.9,603.6,69.9,6,2.2,6.8,3.8,26.1,2419,1.67,0.68,21.87659
Chil_tr0104,546,yes,9.211215,-79.599,0-10 cm,12-Oct-17,Chilibre,transect,0.72,3.38,7.94,6.73,0.61,845.5302726,162.406595,20.31219004,8,2.848649866,2.402988045,25.56382795,5.251637911,542.5,16708.6,69.5,73.2,468.6,103.9,100.3,5.3,21.6,1.8,26.3,2384,1.67,0.68,17.96273335
Chil_tr0105,547,yes,9.211116,-79.598,0-10 cm,12-Oct-17,Chilibre,transect,0.76,5.91,7.79,23.26,2.21,2755.106468,244.7318999,18.05020922,13.6,5.84458281,8.456997742,32.35178977,14.30158055,477.2,12358.9,136.1,47.8,668.1,143.3,18.3,8,11.2,5.6,26.3,2384,1.67,0.68,51.44969452
CJ_0101,656,yes,9.227306,-79.388972,0-10 cm,9-Nov-17,CerroJefe,transect,0.69,0.08,5.18,4.59,0.22,79.59813746,202.6178769,18.88528983,10.7,1.758918728,0.687162505,21.33137107,2.446081232,861.3,94.8,588.7,21.2,31.7,8.7,0,0.7,1.8,1.1,21.6,3533,2.71,0.66,14.40260485
CJ_0102,657,yes,9.22731,-79.38988202,0-10 cm,9-Nov-17,CerroJefe,transect,0.56,0.05,5.06,5.37,0.28,77.68690009,155.6521066,13.4763011,11.6,10.66060503,0.043318401,24.18022453,10.70392343,748.2,106.8,1754.4,18.5,38.7,5.5,0,0.8,1.7,1.3,21.6,3533,2.71,0.66,17.97688252
CJ_0103,658,yes,9.227314,-79.39079204,0-10 cm,9-Nov-17,CerroJefe,transect,0.52,0.06,4.64,4.73,0.25,71.49907047,208.3933482,18.89279086,11,1.207065072,0.138544054,20.23839998,1.345609126,817.8,118.8,506.4,19.3,29.1,7,0,0.7,2.5,1.3,21.6,3533,2.71,0.66,18.70542505
CJ_0104,659,yes,9.227318,-79.39170205,0-10 cm,9-Nov-17,CerroJefe,transect,0.63,0.14,4.9,3.78,0.22,63.7364119,177.1513042,18.98105735,9.3,1.312483751,0.03400217,20.32754327,1.34648592,1032.8,143.9,335.8,17.7,28.2,11.8,0.4,0.5,3.1,1.5,22,3538,2.69,0.66,15.98044999
CJ_0105,660,yes,9.227322,-79.39261207,0-10 cm,9-Nov-17,CerroJefe,transect,0.63,0.08,4.89,4.61,0.26,68.5821425,169.149702,15.95428701,10.6,2.209218136,0.516838136,18.68034328,2.726056272,1030.8,123.4,1111.1,17.7,31.7,8.4,0,0.7,2.4,1.6,22,3538,2.69,0.66,19.28144319
CL_tr0104,107,yes,9.02557,-79.61526,0-10 cm,25-Jul-17,CerroLuisa,transect,0.68,6.42,6.65,7.31,0.58,414.8777092,83.8,9.407290594,8.9,2.141374693,4.07400055,15.62266584,6.215375244,779.4,4359.4,130.8,18.2,514.6,299.7,1.2,12.4,5.1,4.1,26.6,2052,1.37,0.7,23.5558
CL_tr0105,108,yes,9.02562,-79.6155,0-10 cm,25-Jul-17,CerroLuisa,transect,0.64,9.42,6.91,6.31,0.52,398.9145532,73.4,8.103101026,9.1,1.635424896,3.914360374,13.6528863,5.54978527,839.3,3725,162.8,31.1,568.6,293.3,1.7,3,4,3,26.6,2052,1.37,0.7,21.75694909
CL_tr0202,110,yes,9.0299,-79.61626,0-10 cm,25-Jul-17,CerroLuisa,transect,0.71,2.06,5.9,4.23,0.32,225.9350596,95.1,8.503077788,11.2,0.844190457,2.325523543,11.67279179,3.169714,886.8,1972.6,155.6,86.9,565.2,127.9,1,7.3,2.1,2.1,26.6,2052,1.37,0.7,18.59843814
CL_tr0204,112,yes,9.02973,-79.61642,0-10 cm,25-Jul-17,CerroLuisa,transect,0.69,2.39,6.03,4.66,0.37,234.4673186,221.9,18.08031654,12.3,2.004811626,1.284977487,21.37010566,3.289789113,905.3,1113,224,21.3,446.8,21.9,2.7,2.2,1.5,1.4,26.6,2052,1.37,0.7,19.21427346
CL_tr0205,113,yes,9.02989,-79.6166,0-10 cm,25-Jul-17,CerroLuisa,transect,0.72,2.79,6.18,4.48,0.37,239.6050664,62.1,6.904245798,9,0.688820599,2.225077666,9.818144063,2.913898265,891,2444.8,145.2,23.6,636.3,98.3,1.2,3.5,2.3,2.4,26.6,2052,1.37,0.7,18.45429391
Cla_tr0101,528,yes,9.004014,-79.566295,0-10 cm,10-Oct-17,Clayton,transect,0.64,14.16,6.55,4.92,0.41,457.5843424,39.63527316,3.923596493,10.1,0.591567737,2.47613353,6.99129776,3.067701267,664,2492.5,189,34.4,1304.5,131.4,2.1,5.2,1.2,1.5,26.8,1895,1.25,0.59,17.77021541
Cla_tr0102,529,yes,9.003597,-79.566336,0-10 cm,10-Oct-17,Clayton,transect,0.71,5.21,6.62,3.43,0.29,331.5699688,55.54116448,4.629736953,12,0.656643848,1.804717518,7.091098319,2.461361366,1093,3300.8,155.5,22.2,2030.3,66.6,1.4,2,1,1.6,26.8,1895,1.25,0.59,17.02479624
Cla_tr0103,530,yes,9.003315,-79.566168,0-10 cm,10-Oct-17,Clayton,transect,0.66,3.29,6.64,2.92,0.23,486.1547629,64.12181366,5.785131933,11.1,0.758778063,1.200737643,7.744647639,1.959515706,969,5362.3,122.2,59.5,960.3,50.4,4.3,4.6,3.4,1.2,26.8,1895,1.25,0.59,14.7220567
Cla_tr0104,531,yes,9.003275,-79.566168,0-10 cm,10-Oct-17,Clayton,transect,0.67,8.48,6.7,4.71,0.37,359.9596406,58.03170115,5.203939161,11.2,0.871953856,2.278286232,8.354179249,3.150240088,881.1,5227.9,119.9,106.7,1088.1,104.7,3.6,63.8,2.9,2.3,26.8,1895,1.25,0.59,18.16002346
Cla_tr0105,532,yes,9.003386,-79.566243,0-10 cm,10-Oct-17,Clayton,transect,0.65,6.65,6.59,3.66,0.3,285.7169596,189.3035424,17.12907995,11.1,0.844923971,0.531802391,18.50580631,1.376726362,898.3,1050.3,143.9,27.3,337,38.3,2,25.6,1.9,1.6,26.8,1895,1.25,0.59,15.46733822
Cob1_0202,613,yes,9.20313,-79.3622,0-10 cm,31-Oct-17,Coba1,plot,0.59,0.09,5.92,5.13,0.41,170.13,258.65,24.082,11,1.3125,3.1555,28.55,4.468,1068.3,1192.2,148.3,59.6,247.6,312.5,1.8,1.3,2.9,5.2,23.9,3152,2.24,0.66,20.24
Cob1_0204,614,yes,9.20313,-79.3622,0-10 cm,31-Oct-17,Coba1,plot,0.57,0.64,5.62,5.13,0.44,165.47,264.4,23.9385,11,1.8675,2.019,27.825,3.8865,926.1,1153.4,164.5,32.3,126.9,294.1,1.4,0.9,5.5,5.4,23.9,3152,2.24,0.66,19.03
Cob1_0303,616,yes,9.20313,-79.3622,0-10 cm,31-Oct-17,Coba1,plot,0.58,0.2,5.92,5.33,0.45,205.18,257.65,23.133,11,0.907,1.96,26,2.867,1179.9,1045.5,149.2,39.9,135.8,285,1.4,1.6,4.7,5.6,23.9,3152,2.24,0.66,19.63
Cob1_0402,618,yes,9.20313,-79.3622,0-10 cm,31-Oct-17,Coba1,plot,0.65,0.2,5.92,7.13,0.5,308.78,112.175,10.54,11,1.3455,2.467,14.3525,3.8125,867,2471.8,185.4,97.5,273.9,308.7,2.2,2.4,5.5,9,23.9,3152,2.24,0.66,21.41
Cob1_0404,619,yes,9.20313,-79.3622,0-10 cm,31-Oct-17,Coba1,plot,0.61,0.19,5.61,4.33,0.36,215.52,131.875,12.021,11,0.991,2.753,15.765,3.744,938.6,1756.7,168.8,77.4,214.8,343.1,1.8,2.3,5,4.6,23.9,3152,2.24,0.66,16.73
